Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
12/10/17,"332 CUSTOM HOUSE HARBOUR, IFSC, DUBLIN 1",Dublin 1,Dublin,486000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"34 ARANLEIGH MOUNT, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"35 APTS NEW SESKIN COURT, WHITESTOWN WAY, TALLAGHT",Dublin 24,Dublin,5055000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"37 MERRION GROVE, BOOTERSTOWN, DUBLIN",,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"4 OAKLANDS PARK, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,750000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"44 Red Arches Park, Silverbanks, The Coast",,Dublin,145374,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/10/17,"46 DANESFORT, CASTLE AVE, CLONTARF DUBLIN 3",Dublin 3,Dublin,435000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"481 CARNLOUGH RD, CABRA, DUBLIN 7",Dublin 7,Dublin,260000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"5 Bremore Castle Mews, Balbriggan, County Dublin",,Dublin,261674,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/10/17,"5 NEWCASTLE MANOR PLACE, NEWCASTLE MANOR, NEWCASTLE",Dublin 22,Dublin,170000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"5 The Avenue, Hazelbrook Square, Whitehall Road",,Dublin,527753,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/10/17,"50 Garville Lane, Rathgar, Dublin 6",Dublin 6,Dublin,744494,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
12/10/17,"53 EDGEWOOD LAWN, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,222000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"57 KINVARA AVE, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,580000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"60 MOUNT PROSPECT DR, CLONTARF, DUBLIN 3",Dublin 3,Dublin,645000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"7 ANNAVILLE GROVE, DUNDRUM, DUBLIN 14",Dublin 14,Dublin,570000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"7 CHARNWOOD MEADOWS, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,368000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"7 EGLINTON SQ, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,850000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"7 PARK COURT, GLENAGEARY HEIGHTS, DUN LAOGHAIRE",,Dublin,440000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"70 FOXBOROUGH DR, LUCAN, DUBLIN",,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"71 HYBREASAL HOUSE, SOUTH CIRCULAR RD, DUBLIN 8",Dublin 8,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"82 ABBERLEY APTS, ABBERLEY SQ, HIGH ST DUBLIN 24",Dublin 24,Dublin,205000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"89 HOLLYBROOK RD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,590000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"89 ORWELL PARK RISE, TEMPLEOGUE, DUBLIN 6W",,Dublin,475000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"9 EDWARD SQ, BLOOMFIELD, DONNYBROOK",Dublin 4,Dublin,2728155,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"9 HARBOUR COURT, DUN LAOGHAIRE, DUBLIN",,Dublin,412500,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"94 ST STEPHENS GREEN, DUBLIN 2, DUBLIN",Dublin 2,Dublin,809020,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"97 DUNLUCE RD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,533000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"APARTMENT 86, BLOCK B, SMITHFIELD",Dublin 15,Dublin,491100,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"APT 10, 14 DARTRY COURT, DARTRY ROAD",,Dublin,3850000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"APT 17, LOFTUS SQ, RATHFARNHAM GATE DUBLIN 14",Dublin 14,Dublin,303000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"APT 242, BELLEVUE, ISLANDBRIDGE DUBLIN 8",Dublin 8,Dublin,284057,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"APT 5, 20 RAILWAY RD, CLONGRIFFIN DUBLIN 13",Dublin 13,Dublin,195000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"APT 5, LYNTON COURT, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,740000,No,No,Second-Hand Dwelling house /Apartment,
12/10/17,"APT 7 TOLKA VALE, FINGLAS RD, GLASNEVIN DUBLIN 11",Dublin 11,Dublin,177000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"1 HAMPTON COVE, BALBRIGGAN, DUBLIN",,Dublin,292000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"1 TUSKAR, PILOT VIEW, HARBOUR RD",,Dublin,530000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"10 EDWARD SQ, EDWARD LANE, DONNYBROOK",Dublin 4,Dublin,2200000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"10 GATEWAY STUDENT VILLAGE, BALLYMUN, DUBLIN 11",Dublin 9,Dublin,127000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"10 MARTELLO ROAD, BALBRIGGAN, CO DUBLIN",,Dublin,195000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"10 The Park, The Paddocks, Hasfield",,Dublin,277533,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
13/10/17,"101 NORTHWAY EST, FINGLAS, DUBLIN 11",Dublin 11,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"11 ROYSE RD, PHIBSBORO, DUBLIN 7",Dublin 7,Dublin,482000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"125 ST MARYS RD, EAST WALL, DUBLIN 3",Dublin 3,Dublin,290000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"13 ODONOGHUE ST, INCHICORE, DUBLIN 8",Dublin 8,Dublin,311000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"13 SARSFIELD RD, DUBLIN 10, DUBLIN",Dublin 10,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"131 HOME FARM RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,480000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"14 Abbot's Grove Park, Abbot's Grove, Knocklyon",Dublin 16,Dublin,400882,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/10/17,"140 DOWLAND RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,325000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"15 ST BRICINS PARK, ARBOUR HILL, DUBLIN",Dublin 7,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"16 parkside boulevard, parkside, malahide road",,Dublin,348017,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
13/10/17,"16 The Lawn, St Marnocks Bay, Station Road",,Dublin,396476,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/10/17,"16 Whitegables, Swords Road, Malahide",,Dublin,585903,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/10/17,"18 Terenure Gate, Terenure Road West, Dublin 6",Dublin 6,Dublin,841280,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/10/17,"18 THORNLEIGH SQUARE, APPLEWOOD, SWORDS",,Dublin,203000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"1C ROSEVALE COURT, BLAKESTOWN RD, CLONSILLA DUBLIN 15",Dublin 15,Dublin,269000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"20 MONASTERY GATE CLOSE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,253000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"21 COIS NA HABHAINN, OLD BAWN, TALLAGHT",,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"21 NORTHUMBERLAND AVE, DUN LAOGHAIRE, DUBLIN",,Dublin,950000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"21 St Edmund's Square, St Loman's Road, Palmerstown",Dublin 20,Dublin,340000,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/10/17,"23 St Edmund's Square, St Loman's Road, Palmerstown",Dublin 20,Dublin,355000,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/10/17,"23 terenure gate, terenure, dublin 6w",,Dublin,691630,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/10/17,"24 CASTLEGRANGE DALE, CASTAHEANEY, DUBLIN 15",,Dublin,310000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"25 St Edmund's Square, St Loman's, Palmerstown",Dublin 20,Dublin,340000,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/10/17,"25 WHITECHURCH COURT, BALLYBODEN, DUBLIN 16",Dublin 16,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"26 CASTLEKNOCK VIEW, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,578000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"27 HIGH PARK, DRUMCONDRA, DUBLIN",Dublin 9,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"27 St Edmund's Square, St Loman's Road, Palmerston",Dublin 20,Dublin,340000,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/10/17,"28 FITZWILLIAM POINT, RINGSEND, DUBLIN 4",Dublin 4,Dublin,372000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"29 OAK RISE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,245000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"29 St Edmund's Square, St Loman's Road, Palmerstown",Dublin 20,Dublin,355000,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/10/17,"3 The Green, The paddocks, Hansfield",Dublin 15,Dublin,334801,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/10/17,"3 WOODBERRY, CARPENTERSTOWN ROAD, CASTLEKNOCK",Dublin 15,Dublin,800000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"30 Roseland Avenue, Cualanor, Upper Glenageary Road",,Dublin,748898,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/10/17,"31 St Edmund's Square, St Loman's Road, Palmerstown",Dublin 20,Dublin,340000,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/10/17,"32 ASHTON RISE, ASHTON BROC, SWORDS",,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"320 LIMETREE AVE, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,555000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"34 SAUL RD, DUBLIN 12, DUBLIN",Dublin 12,Dublin,292500,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"34 STEEVENS GATE, DUBLIN 8",,Dublin,290000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"35 BRACKEN WOOD DR, FINGAL, DUBLIN",Dublin 15,Dublin,145000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"36 DANES COURT, CLONTARF, DUBLIN",Dublin 3,Dublin,226500,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"36 LIGHTHOUSE APTS, CHURCH RD, EAST WALL DUBLIN 3",Dublin 3,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"38 GLENVILLE GREEN, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,460000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"38 THE MOORINGS, FITZWILLIAM QUAY, DUBLIN",,Dublin,335000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"39 CHANEL AVE, ARTANE, DUBLIN 5",Dublin 5,Dublin,405000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"39 ROLLINS VILLAS, SALLYNOGGIN, DUBLIN",,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"4 BELVEDERE AVENUE, KNOCKSEDAN DEMESNE, SWORDS",,Dublin,392070,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/10/17,"4 BRIGHTON HALL, BRIGHTON RD FOXROCK, DUBLIN 18",Dublin 18,Dublin,1287500,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"4 EDWIN TERRACE, MELIFONT AVE, DUNLAOGHIRE",,Dublin,395000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"4 WOODVILLE GREEN, LUCAN, DUBLIN",,Dublin,542500,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"41 Red Arches Avenue, Rowan House, TheCoast",Dublin 13,Dublin,149821,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/10/17,"41 THE SANDERLING, THORNWOOD, BOOTERSTOWN AVE",,Dublin,283000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"43 THE WILLIAM BLIGH APTS, THE GASWORKS, BARROW ST",Dublin 4,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"44 LISSADEL DR, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,188000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"47 COLLINSTOWN GROVE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"48 Red Arches Avenue, Silverbanks, The Coast",Dublin 13,Dublin,334802,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/10/17,"5 LINENHALL PARADE, KING ST NORTH, DUBLIN 7",Dublin 7,Dublin,346000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"5 MOYCULLEN RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,222000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"51 SHELBOURNE PARK APTS, SOUTH LOTTS RD, DUBLIN 4",Dublin 4,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"57 CEDAR BROOK WAY, CHERRY ORCHARD, DUBLIN 10",Dublin 10,Dublin,190000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"7 ashfield grove, ridgewood, forrest rd",,Dublin,301101,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/10/17,"72 SHREWSBURY PARK, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,960000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"77 CASEMENT DR, DUBLIN 11, DUBLIN",Dublin 11,Dublin,185000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"8 Ballygossan Park, Golf Links Road, Skerries",,Dublin,281938,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/10/17,"8 BELVILLE COURT, JOHNSTOWN RD, CABINTEELY",,Dublin,253000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"8 BURROWFIELD RD, SUTTON, DUBLIN",Dublin 13,Dublin,617500,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"8 Hillfield, Ferndale Road, Rathmichael",,Dublin,969163,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/10/17,"8 KINGSTON LODGE, CLONLIFFE, RD DUBLIN 3",Dublin 3,Dublin,212000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"87 PEMBROKE COTTAGES, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,390000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"9 CHERRYWOOD AVE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,120000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"9 THE MEWS, ROBSWALL, MALAHIDE",,Dublin,410000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"91 TEMPLEOGUE RD, TERENURE, DUBLIN 6W",,Dublin,950000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"94 Stepaside Park, Stepaside, Dublin 18",Dublin 18,Dublin,638767,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/10/17,"APT 1, 40 UPPER GARDINER STREET, DUBLIN 1",Dublin 1,Dublin,710000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"APT 1, 52 MOUNTJOY SQ SOUTH, DUBLIN 1",Dublin 1,Dublin,160000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"APT 33 CARRIG HOUSE, CARRIGBRENNAN ROAD, MONKSTOWN",,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"APT 65 THE OAKS, RIDGEWOOD, SWORDS",Dublin 9,Dublin,255000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"APT 81, BLOCK M, HANOVER QUAY DUBLIN 2",Dublin 2,Dublin,385000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"APT 87 ST MARGARETS ROAD, HAMPTON WOOD, FINGLAS",,Dublin,188000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"COLEMANSTOWN, BLACKCHURCH, RATHCOOLE",,Dublin,380000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"HERMITAGE, WESTMINSTER RD, FOXROCK DUBLIN 18",Dublin 18,Dublin,1900000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"MILVERTON, SKERRIES, DUBLIN",,Dublin,985000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"NIRVANA, CASTLEKNOCK ROAD, DUBLIN 15",,Dublin,2950000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"ROCKALL, THE BIRCHES, TORQUAY RD DUBLIN 18",Dublin 18,Dublin,5498753,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"STREAMSTOWN HOUSE, STREAMSTOWN LANE, STREAMSTOWN",,Dublin,875000,No,No,Second-Hand Dwelling house /Apartment,
13/10/17,"UNDERPINES, HOLYROOD PARK, SANDYMOUNT DUBLIN 4",Dublin 4,Dublin,500000,Yes,No,Second-Hand Dwelling house /Apartment,
14/10/17,"78 HOLYWELL, UPPER KILMACUD ROAD, DUNDRUM",,Dublin,542500,No,No,Second-Hand Dwelling house /Apartment,
15/10/17,"APT 25 FIRST FLOOR, ST PETERS SQ, PHIBSBORO DUBLIN 7",Dublin 7,Dublin,182000,No,No,Second-Hand Dwelling house /Apartment,
16/10/17,"2 ST ALPHONSUS RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,700000,No,No,Second-Hand Dwelling house /Apartment,
16/10/17,"2 The Well, Scholarstown W, Rathfarnham",,Dublin,515419,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/10/17,"22 MOUNT ANDREW CRESCENT, LUCAN, DUBLIN",,Dublin,360000,No,No,Second-Hand Dwelling house /Apartment,
16/10/17,"29 THE BAY, ELM PARK, MERRION RD DUBLIN 4",Dublin 4,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment,
16/10/17,"3 ALBERT COURT, SANDYCOVE, DUBLIN",,Dublin,315000,No,No,Second-Hand Dwelling house /Apartment,
16/10/17,"34 Red Arches Park, Silverbanks, Baldoyle",Dublin 13,Dublin,259911,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
16/10/17,"5 FINDLATER ST, GLASTHULE, DUBLIN",,Dublin,355000,No,No,Second-Hand Dwelling house /Apartment,
16/10/17,"54 UPPER LEESON ST, DUBLIN 4",,Dublin,875000,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
16/10/17,"6 DEL VAL CT, SUTTON, DUBLIN 13",Dublin 13,Dublin,466000,No,No,Second-Hand Dwelling house /Apartment,
16/10/17,"9 SEAFIELD CRESCENT, BLACKROCK, DUBLIN",,Dublin,1250000,No,No,Second-Hand Dwelling house /Apartment,
16/10/17,"APART 2, 53 PATRICK ST, DUNLAOGHAIRE",,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment,
16/10/17,"APT 147 THE OAKS, CARRINGTON PARK, NORTHWOOD DUBLIN 9",Dublin 9,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment,
16/10/17,"No. 67 Roseland Avenue, Cualanor, Upper Glenageary Road",,Dublin,638767,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
17/10/17,"1 CUIL DUIN ROW, CUIL DUIN, CITYWEST",Dublin 24,Dublin,273128,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/10/17,"1 MAPLE HALL, MOUNT ST ANNES, MILLTOWN",Dublin 6,Dublin,445000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"10 ST JAMES TERRACE, MALAHIDE, CO DUBLIN",,Dublin,900000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"10 WESTBOURNE CLOSE, CLONDALKIN, DUBLIN",Dublin 22,Dublin,240000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"112 DRUMNIGH WOOD, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,590000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"117, BALLYFERMOT DRIVE, BALLYFERMOT DUBLIN 10",Dublin 10,Dublin,119400,Yes,No,Second-Hand Dwelling house /Apartment,
17/10/17,"123 BREGA, HAMLET LANE, BALBRIGGAN",,Dublin,165000,Yes,No,Second-Hand Dwelling house /Apartment,
17/10/17,"139 WALKINSTOWN DR, DUBLIN 12, DUBLIN",Dublin 12,Dublin,99939,Yes,No,Second-Hand Dwelling house /Apartment,
17/10/17,"14 SILVERWOOD, FINNSTOWN ABBEY, LUCAN",,Dublin,380000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"144 THE GALLERY, TURVEY WALK, DONABATE",,Dublin,235000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"151 THE ISLAND, MAIDENS ROW, CHAPELIZOD DUBLIN 20",Dublin 20,Dublin,358000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"158 ARDILAUN, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,575000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"18 MELVILLE VIEW, MEAKSTOWN, DUBLIN 11",Dublin 11,Dublin,245000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"18 WAINSFORT MANOR GROVE, TERENURE, MANOR GROVE DUBLIN 6W",,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"2 PARKMORE DR, TERENURE, DUBLIN 6W",,Dublin,819500,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"20 DOWNPATRICK RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,269000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"21 ROSELAWN DR, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,480000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"21 THE LAWN, FINGALS, DUBLIN 11",,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"22 ASHTON GROVE, ASHTON BROC, SWORDS",,Dublin,290000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"22 WEAVERS HALL, LEVMOSS PARK, THE GALLOPS",Dublin 18,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"23 PARKSIDE WALK, PARKSIDE, MALAHIDE ROAD",,Dublin,306161,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/10/17,"25 GLEN ELLAN GROVE, SWORDS, DUBLIN",,Dublin,355000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"25 THE ATRIUM, THE STEELWORKS, FOLEY ST",Dublin 1,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"26 Royal Canal Avenue, Royal Canal Park, Ratoath Road",Dublin 15,Dublin,384956,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/10/17,"27 QUARTZ THE GRANGE, BREWERY RD, BLACKROCK DUBLIN 18",Dublin 18,Dublin,465000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"29 Hamilton Hill, Barnageeragh Cove, Skerries",,Dublin,295154,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/10/17,"3 BALLINTRANE WOOD, SWORDS, DUBLIN",,Dublin,388000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"3 ELM PARK HOUSE, GRANGE WOOD, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"3 ORCHARD HALL, DISWELLSTOWN, CASTLEKNOCK",,Dublin,250000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/10/17,"30 CRUISE PARK AVE, TYRRELSTOWN, DUBLIN 15",,Dublin,185022,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
17/10/17,"32 Belltree Avenue, BELLTREE, CLONGRIFFIN",Dublin 13,Dublin,277533,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
17/10/17,"36 BELLTREE AVENUE, BELLTREE CLONGRIFFIN",Dublin 13,Dublin,295154,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/10/17,"38 CITY GATE, ST AUGUSTINE ST, DUBLIN 8",Dublin 8,Dublin,180000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"39 ASHFIELD GROVE, MULHUDDART, DUBLIN 15",Dublin 15,Dublin,190000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"39 WOODSTOWN HEIGHTS, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,430000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"4 ARMSTRONG ST, HAROLDS CROSS, DUBLIN 6",Dublin 6,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"4 WINDMILL AVENUE, RATHCOOLE",,Dublin,123347,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/10/17,"40 MOREHAMPTON SQ, DUBLIN 4, DUBLIN",Dublin 4,Dublin,262000,Yes,No,Second-Hand Dwelling house /Apartment,
17/10/17,"46 WILLOW FIELD, PARK AVE, SANDYMOUNT DUBLIN 4",Dublin 4,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment,
17/10/17,"49 GLENGARRIFF PARADE, PHIBSBOROUGH, DUBLIN 7",Dublin 7,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment,
